0.987,0.001,0.012,0.000
0.437,0.031,0.472,0.060
0.500,0.029,0.448,0.023
0.962,0.004,0.032,0.003
0.017,0.961,0.008,0.013
0.853,0.022,0.119,0.006
0.982,0.002,0.015,0.001
0.992,0.002,0.006,0.001
0.932,0.013,0.052,0.002
0.495,0.478,0.023,0.004
0.485,0.320,0.178,0.017
0.734,0.055,0.179,0.032
0.991,0.005,0.003,0.000
0.965,0.018,0.017,0.001
0.932,0.017,0.028,0.022
0.922,0.010,0.063,0.005
0.974,0.003,0.021,0.001
0.667,0.022,0.275,0.035
0.945,0.008,0.045,0.002
0.932,0.017,0.044,0.006
0.886,0.024,0.084,0.006
0.556,0.064,0.143,0.236
0.601,0.090,0.283,0.027
0.961,0.023,0.015,0.001
0.922,0.010,0.067,0.002
0.916,0.003,0.065,0.016
0.712,0.042,0.238,0.008
0.929,0.028,0.038,0.005
0.734,0.075,0.163,0.028
0.932,0.034,0.033,0.001
0.944,0.005,0.048,0.002
0.125,0.874,0.001,0.000
0.965,0.011,0.022,0.002
0.612,0.067,0.110,0.211
0.999,0.000,0.001,0.000
0.398,0.597,0.003,0.003
0.625,0.092,0.220,0.062
0.056,0.040,0.095,0.809
0.966,0.002,0.030,0.001
0.874,0.018,0.101,0.008
0.810,0.019,0.156,0.014
0.287,0.651,0.051,0.011
0.601,0.090,0.290,0.019
0.999,0.000,0.001,0.000
0.801,0.016,0.174,0.008
0.008,0.952,0.029,0.012
0.986,0.009,0.004,0.001
0.854,0.028,0.109,0.009
0.895,0.004,0.068,0.033
0.990,0.003,0.006,0.000
0.820,0.026,0.134,0.021
0.889,0.003,0.105,0.002
0.999,0.000,0.000,0.000
0.941,0.007,0.036,0.017
0.936,0.011,0.047,0.006
0.818,0.034,0.138,0.010
0.882,0.019,0.092,0.008
0.944,0.017,0.037,0.003
0.994,0.001,0.003,0.001
0.840,0.004,0.136,0.019
0.431,0.021,0.367,0.181
0.405,0.091,0.390,0.114
0.977,0.004,0.017,0.001
0.779,0.018,0.157,0.046
0.952,0.007,0.039,0.002
0.952,0.013,0.034,0.002
0.993,0.005,0.002,0.000
0.995,0.004,0.001,0.000
0.961,0.008,0.030,0.001
0.492,0.029,0.109,0.370
0.997,0.002,0.002,0.000
1.000,0.000,0.000,0.000
0.955,0.008,0.025,0.012
0.945,0.008,0.044,0.003
0.979,0.002,0.019,0.001
0.763,0.008,0.174,0.054
0.982,0.003,0.014,0.001
0.976,0.005,0.017,0.002
0.991,0.002,0.006,0.000
0.980,0.004,0.014,0.002
0.993,0.003,0.004,0.000
0.959,0.007,0.034,0.001
0.983,0.011,0.006,0.000
0.697,0.193,0.102,0.008
0.490,0.022,0.187,0.301
0.001,0.996,0.002,0.001
0.602,0.365,0.023,0.010
0.982,0.002,0.016,0.001
0.941,0.031,0.025,0.003
0.745,0.137,0.047,0.071
1.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000
0.915,0.072,0.012,0.001
0.996,0.002,0.002,0.000
0.931,0.001,0.067,0.000
0.382,0.008,0.590,0.019
0.425,0.050,0.309,0.216
0.901,0.068,0.026,0.005
0.997,0.001,0.002,0.000
0.661,0.016,0.266,0.058
0.722,0.112,0.092,0.074
0.979,0.001,0.017,0.003
0.739,0.012,0.196,0.052
0.433,0.042,0.250,0.276
0.926,0.003,0.022,0.049
0.939,0.026,0.032,0.002
0.853,0.023,0.116,0.008
0.744,0.035,0.211,0.010
0.617,0.052,0.203,0.129
0.996,0.001,0.002,0.000
0.904,0.016,0.066,0.014
0.893,0.105,0.002,0.000
0.699,0.116,0.177,0.008
0.701,0.013,0.122,0.165
0.879,0.032,0.084,0.005
0.981,0.011,0.008,0.001
0.990,0.004,0.005,0.001
0.974,0.017,0.009,0.001
0.978,0.001,0.020,0.001
0.857,0.013,0.118,0.012
0.996,0.003,0.001,0.000
0.990,0.003,0.006,0.001
0.995,0.001,0.004,0.000
0.995,0.002,0.003,0.001
0.977,0.008,0.013,0.002
0.910,0.012,0.075,0.002
0.936,0.062,0.002,0.000
0.985,0.001,0.007,0.006
0.823,0.003,0.100,0.074
0.881,0.046,0.068,0.005
0.913,0.010,0.067,0.011
0.916,0.042,0.034,0.008
0.990,0.004,0.005,0.001
0.994,0.000,0.004,0.001
0.772,0.026,0.140,0.063
0.942,0.011,0.041,0.005
0.990,0.005,0.005,0.000
0.974,0.011,0.010,0.004
0.988,0.008,0.004,0.001
0.122,0.762,0.090,0.026
0.910,0.020,0.066,0.004
0.731,0.220,0.039,0.010
0.725,0.016,0.245,0.015
0.301,0.683,0.005,0.011
0.967,0.002,0.029,0.002
0.977,0.002,0.018,0.003
0.982,0.001,0.015,0.002
0.308,0.230,0.313,0.149
0.930,0.025,0.042,0.003
0.994,0.001,0.005,0.000
0.940,0.050,0.009,0.001
0.951,0.014,0.031,0.004
0.143,0.795,0.038,0.024
0.114,0.774,0.019,0.093
0.706,0.021,0.226,0.047
0.967,0.004,0.026,0.003
0.994,0.000,0.001,0.005
0.607,0.136,0.196,0.061
0.897,0.019,0.075,0.009
0.990,0.001,0.008,0.001
0.966,0.003,0.025,0.007
0.996,0.001,0.002,0.000
0.930,0.006,0.058,0.006
0.995,0.003,0.002,0.000
0.667,0.176,0.136,0.021
0.775,0.021,0.200,0.004
0.867,0.019,0.077,0.037
0.946,0.029,0.021,0.003
0.997,0.002,0.002,0.000
0.981,0.005,0.013,0.001
1.000,0.000,0.000,0.000
0.984,0.002,0.013,0.001
0.752,0.131,0.099,0.018
0.460,0.058,0.377,0.105
0.966,0.004,0.023,0.007
0.459,0.506,0.029,0.006
0.969,0.003,0.025,0.004
0.999,0.000,0.001,0.000
0.956,0.002,0.036,0.006
0.961,0.015,0.024,0.000
0.975,0.006,0.017,0.002
0.999,0.000,0.001,0.000
0.442,0.375,0.133,0.050
0.818,0.130,0.023,0.029
0.589,0.161,0.226,0.024
0.558,0.034,0.385,0.023
0.981,0.009,0.008,0.002
0.998,0.000,0.002,0.000
0.807,0.033,0.146,0.013
0.955,0.001,0.031,0.013
0.879,0.010,0.100,0.012
0.960,0.032,0.007,0.001
0.758,0.017,0.207,0.017
0.279,0.388,0.262,0.071
0.984,0.000,0.006,0.010
0.902,0.016,0.035,0.046
0.903,0.040,0.045,0.012
0.894,0.078,0.027,0.001
0.988,0.001,0.006,0.005
0.831,0.117,0.047,0.004
0.906,0.006,0.076,0.011
0.999,0.000,0.001,0.000
0.963,0.019,0.017,0.001
0.972,0.012,0.011,0.004
0.659,0.268,0.065,0.008
0.978,0.012,0.009,0.000
0.924,0.008,0.059,0.009
0.993,0.001,0.006,0.000
0.876,0.010,0.103,0.011
0.955,0.037,0.007,0.000
0.965,0.010,0.023,0.003
0.723,0.160,0.091,0.025
0.592,0.032,0.081,0.295
0.792,0.029,0.114,0.065
0.995,0.000,0.005,0.000
0.967,0.007,0.026,0.001
0.518,0.044,0.427,0.011
0.592,0.011,0.361,0.037
0.966,0.013,0.019,0.002
0.974,0.003,0.022,0.000
0.621,0.002,0.016,0.361
0.908,0.019,0.065,0.007
0.030,0.059,0.131,0.781
0.791,0.014,0.185,0.010
0.949,0.020,0.027,0.005
0.585,0.030,0.251,0.133
0.917,0.003,0.077,0.003
0.357,0.258,0.163,0.222
1.000,0.000,0.000,0.000
0.981,0.011,0.008,0.001
0.208,0.727,0.062,0.003
0.988,0.001,0.010,0.000
0.535,0.412,0.045,0.008
0.885,0.025,0.076,0.014
0.956,0.011,0.031,0.001
0.032,0.007,0.014,0.948
0.699,0.039,0.191,0.071
0.996,0.001,0.003,0.000
0.838,0.014,0.143,0.005
0.924,0.003,0.025,0.048
0.908,0.051,0.041,0.001
0.878,0.018,0.098,0.007
0.883,0.087,0.027,0.003
0.701,0.045,0.238,0.015
0.992,0.001,0.006,0.000
0.997,0.000,0.002,0.000
0.954,0.004,0.036,0.005
0.991,0.005,0.003,0.001
0.979,0.004,0.015,0.002
0.957,0.005,0.037,0.002
0.666,0.048,0.262,0.024
0.936,0.011,0.048,0.005
0.613,0.042,0.264,0.081
0.153,0.031,0.132,0.684
0.986,0.009,0.003,0.002
0.986,0.002,0.004,0.008
0.985,0.006,0.007,0.002
0.873,0.012,0.064,0.051
0.592,0.380,0.026,0.002
0.986,0.004,0.009,0.001
0.960,0.014,0.025,0.001
0.998,0.001,0.002,0.000
0.998,0.002,0.000,0.000
0.951,0.010,0.038,0.001
0.986,0.003,0.010,0.001
0.966,0.005,0.028,0.001
0.536,0.036,0.417,0.011
0.946,0.017,0.033,0.004
0.971,0.005,0.021,0.002
0.498,0.489,0.011,0.001
0.996,0.002,0.001,0.000
0.471,0.054,0.410,0.065
0.898,0.011,0.066,0.025
0.985,0.001,0.008,0.007
0.000,0.001,0.008,0.991
0.957,0.007,0.013,0.022
0.142,0.831,0.011,0.015
0.960,0.013,0.025,0.002
0.000,0.999,0.000,0.000
0.747,0.026,0.221,0.007
0.969,0.009,0.018,0.003
0.989,0.004,0.007,0.001
0.350,0.024,0.172,0.455
0.841,0.004,0.146,0.009
0.883,0.006,0.098,0.013
0.765,0.040,0.178,0.017
0.913,0.034,0.049,0.005
0.956,0.001,0.007,0.036
0.850,0.026,0.115,0.009
0.971,0.025,0.003,0.000
0.922,0.023,0.052,0.003
0.986,0.004,0.009,0.001
0.851,0.040,0.095,0.013
0.994,0.000,0.004,0.002
0.982,0.003,0.014,0.001
0.626,0.083,0.181,0.110
0.857,0.013,0.124,0.007
0.732,0.015,0.175,0.077
0.920,0.039,0.031,0.010
0.662,0.228,0.035,0.075
0.999,0.000,0.000,0.000
0.976,0.004,0.019,0.000
0.986,0.002,0.011,0.001
0.805,0.186,0.009,0.000
0.996,0.000,0.003,0.001
0.989,0.003,0.008,0.000
0.976,0.006,0.013,0.005
0.918,0.016,0.039,0.027
0.994,0.002,0.003,0.000
0.899,0.012,0.080,0.009
0.862,0.006,0.050,0.082
0.780,0.217,0.001,0.001
0.982,0.003,0.011,0.003
0.259,0.034,0.217,0.490
0.826,0.055,0.117,0.001
0.996,0.001,0.003,0.000
0.972,0.001,0.026,0.001
0.006,0.006,0.087,0.901
0.852,0.047,0.019,0.081
0.977,0.001,0.021,0.001
0.970,0.006,0.022,0.002
0.956,0.012,0.030,0.002
1.000,0.000,0.000,0.000
0.997,0.001,0.002,0.000
0.681,0.161,0.135,0.023
0.933,0.012,0.052,0.003
0.740,0.018,0.195,0.046
0.940,0.027,0.031,0.001
0.966,0.003,0.030,0.001
0.834,0.068,0.066,0.031
0.885,0.022,0.089,0.004
0.993,0.000,0.006,0.000
0.881,0.009,0.078,0.033
0.952,0.012,0.033,0.003
0.998,0.001,0.001,0.000
0.793,0.103,0.100,0.004
0.819,0.038,0.129,0.013
0.856,0.107,0.033,0.004
0.968,0.005,0.025,0.002
0.934,0.004,0.058,0.005
0.986,0.001,0.007,0.006
0.994,0.001,0.005,0.000
0.987,0.003,0.009,0.001
0.973,0.001,0.008,0.018
0.974,0.010,0.013,0.003
0.953,0.018,0.023,0.006
1.000,0.000,0.000,0.000
0.979,0.008,0.013,0.001
0.932,0.006,0.057,0.006
0.919,0.009,0.065,0.007
0.819,0.044,0.124,0.012
0.870,0.024,0.081,0.025
0.999,0.000,0.000,0.000
0.588,0.142,0.255,0.014
0.980,0.010,0.008,0.001
0.868,0.009,0.113,0.010
0.799,0.012,0.187,0.002
0.872,0.103,0.013,0.011
0.906,0.022,0.066,0.005
0.907,0.003,0.051,0.039
0.894,0.019,0.085,0.003
0.954,0.012,0.031,0.003
0.842,0.008,0.067,0.083
0.903,0.018,0.066,0.013
1.000,0.000,0.000,0.000
0.992,0.002,0.005,0.000
0.827,0.012,0.153,0.007
0.938,0.026,0.019,0.018
0.792,0.046,0.133,0.029
0.934,0.033,0.026,0.007
0.059,0.912,0.024,0.005
1.000,0.000,0.000,0.000
0.995,0.000,0.004,0.000
0.995,0.003,0.001,0.000
0.559,0.087,0.350,0.003
0.472,0.006,0.169,0.353
0.921,0.020,0.056,0.002
0.990,0.003,0.006,0.001
0.992,0.003,0.004,0.001
0.760,0.056,0.168,0.016
0.838,0.024,0.133,0.004
0.985,0.005,0.010,0.000
0.979,0.019,0.001,0.001
0.999,0.000,0.001,0.000
0.939,0.010,0.045,0.006
0.761,0.013,0.219,0.007
0.964,0.020,0.015,0.001
0.709,0.098,0.179,0.013
0.295,0.114,0.511,0.080
0.840,0.023,0.102,0.036
0.771,0.005,0.221,0.004
0.773,0.025,0.193,0.008
0.581,0.015,0.334,0.071
0.993,0.001,0.005,0.001
0.335,0.111,0.495,0.059
0.921,0.021,0.055,0.003
0.897,0.022,0.073,0.007
0.787,0.003,0.207,0.003
0.827,0.043,0.122,0.008
0.950,0.009,0.026,0.015
0.972,0.009,0.016,0.003
0.624,0.071,0.232,0.072
0.913,0.009,0.075,0.003
0.954,0.006,0.037,0.003
0.889,0.001,0.032,0.078
0.975,0.003,0.021,0.001
0.860,0.030,0.099,0.011
0.779,0.036,0.150,0.035
0.988,0.002,0.009,0.001
0.706,0.023,0.247,0.025
0.166,0.029,0.672,0.133
0.718,0.030,0.150,0.101
0.874,0.022,0.099,0.005
0.901,0.023,0.071,0.004
0.985,0.003,0.008,0.004
0.837,0.026,0.119,0.018
0.474,0.020,0.473,0.033
0.997,0.001,0.001,0.001
0.047,0.004,0.051,0.898
0.834,0.012,0.140,0.013
0.949,0.046,0.005,0.000
0.664,0.259,0.074,0.002
0.951,0.002,0.013,0.033
0.984,0.000,0.005,0.011
0.932,0.003,0.062,0.003
0.935,0.014,0.050,0.001
0.140,0.012,0.810,0.038
0.999,0.000,0.000,0.000
0.963,0.002,0.031,0.004
0.592,0.019,0.136,0.252
0.931,0.028,0.025,0.016
0.972,0.010,0.010,0.008
0.980,0.002,0.015,0.003
0.964,0.014,0.021,0.002
0.962,0.005,0.028,0.005
0.999,0.001,0.000,0.000
0.986,0.007,0.007,0.001
0.854,0.022,0.116,0.008
0.970,0.005,0.024,0.001
0.555,0.009,0.409,0.027
0.865,0.019,0.108,0.007
0.978,0.002,0.016,0.003
0.938,0.022,0.034,0.006
0.992,0.001,0.008,0.000
0.973,0.008,0.018,0.001
0.485,0.161,0.184,0.170
0.971,0.007,0.019,0.002
0.515,0.036,0.421,0.028
0.988,0.001,0.010,0.001
0.992,0.000,0.008,0.000
0.974,0.024,0.001,0.001
0.603,0.278,0.109,0.010
0.981,0.003,0.015,0.001
0.717,0.224,0.054,0.005
0.928,0.008,0.062,0.003
0.906,0.036,0.055,0.004
0.999,0.000,0.001,0.000
0.898,0.016,0.083,0.004
0.465,0.017,0.135,0.383
0.997,0.001,0.001,0.000
0.947,0.013,0.032,0.007
0.998,0.000,0.001,0.000
0.285,0.468,0.180,0.067
0.930,0.017,0.051,0.003
0.586,0.125,0.201,0.088
0.996,0.000,0.004,0.000
0.967,0.001,0.023,0.009
0.852,0.037,0.099,0.012
0.592,0.060,0.313,0.034
0.085,0.902,0.011,0.002
0.545,0.062,0.316,0.078
0.933,0.016,0.043,0.008
0.914,0.004,0.079,0.003
0.745,0.251,0.003,0.001
0.393,0.142,0.378,0.087
0.912,0.011,0.072,0.005
0.982,0.003,0.014,0.001
0.977,0.002,0.021,0.001
0.986,0.005,0.008,0.001
0.670,0.118,0.203,0.009
0.522,0.036,0.398,0.044
0.970,0.001,0.027,0.002
0.859,0.026,0.106,0.009
0.890,0.044,0.039,0.027
1.000,0.000,0.000,0.000
0.860,0.119,0.020,0.001
0.840,0.076,0.074,0.011
0.991,0.006,0.003,0.000
0.929,0.001,0.069,0.000
0.995,0.000,0.005,0.000
0.981,0.013,0.005,0.000
0.470,0.027,0.470,0.033
0.861,0.012,0.041,0.086
0.546,0.073,0.341,0.039
0.995,0.002,0.002,0.001
0.866,0.007,0.057,0.070
0.992,0.002,0.005,0.000
0.999,0.000,0.000,0.000
0.994,0.001,0.005,0.001
0.923,0.027,0.044,0.006
0.930,0.001,0.066,0.003
0.733,0.006,0.180,0.081
0.997,0.002,0.000,0.000
0.676,0.156,0.159,0.009
0.861,0.028,0.102,0.009
0.967,0.005,0.025,0.002
0.903,0.006,0.084,0.007
0.898,0.017,0.076,0.009
0.873,0.002,0.103,0.022
0.994,0.001,0.004,0.001
0.910,0.006,0.081,0.003
0.992,0.001,0.007,0.000
0.844,0.153,0.001,0.001
0.943,0.003,0.035,0.020
0.970,0.004,0.023,0.003
0.989,0.001,0.010,0.000
0.920,0.041,0.037,0.002
0.967,0.018,0.015,0.000
0.960,0.003,0.033,0.003
0.730,0.069,0.177,0.023
0.948,0.010,0.039,0.003
0.836,0.099,0.057,0.008
0.988,0.001,0.010,0.001
0.914,0.021,0.059,0.005
0.845,0.018,0.100,0.037
0.794,0.022,0.061,0.122
0.995,0.000,0.005,0.000
1.000,0.000,0.000,0.000
0.629,0.002,0.116,0.253
0.996,0.000,0.003,0.001
0.981,0.007,0.010,0.001
0.980,0.005,0.014,0.001
0.999,0.000,0.001,0.000
0.802,0.083,0.082,0.033
0.656,0.035,0.294,0.016
0.955,0.019,0.022,0.004
1.000,0.000,0.000,0.000
0.057,0.016,0.035,0.893
0.952,0.009,0.036,0.003
0.906,0.018,0.074,0.002
0.953,0.014,0.027,0.006
0.906,0.018,0.071,0.005
0.872,0.066,0.058,0.004
0.897,0.035,0.051,0.016
0.936,0.018,0.041,0.005
0.845,0.042,0.096,0.017
1.000,0.000,0.000,0.000
0.834,0.003,0.060,0.103
0.829,0.015,0.147,0.008
0.308,0.659,0.008,0.025
0.968,0.011,0.014,0.007
0.677,0.062,0.223,0.039
0.602,0.027,0.358,0.013
0.906,0.021,0.038,0.035
0.642,0.037,0.111,0.210
0.996,0.000,0.004,0.000
0.133,0.027,0.253,0.587
0.998,0.000,0.001,0.000
0.507,0.041,0.447,0.006
0.934,0.032,0.028,0.006
0.347,0.028,0.444,0.181
0.987,0.007,0.004,0.001
0.848,0.108,0.042,0.003
1.000,0.000,0.000,0.000
0.986,0.001,0.012,0.001
0.901,0.004,0.064,0.031
0.992,0.002,0.005,0.000
0.965,0.002,0.032,0.001
0.770,0.012,0.205,0.013
0.689,0.087,0.082,0.141
1.000,0.000,0.000,0.000
0.996,0.001,0.003,0.000
0.867,0.011,0.110,0.012
0.970,0.025,0.005,0.000
0.855,0.101,0.038,0.006
0.731,0.019,0.185,0.066
0.994,0.003,0.002,0.001
0.990,0.006,0.003,0.001
0.986,0.003,0.009,0.002
0.909,0.091,0.000,0.000
0.851,0.029,0.111,0.009
0.948,0.003,0.041,0.008
0.993,0.000,0.007,0.000
0.935,0.007,0.056,0.001
0.998,0.001,0.000,0.000
0.914,0.025,0.048,0.013
0.999,0.000,0.001,0.000
0.780,0.019,0.194,0.006
0.006,0.000,0.001,0.993
0.922,0.026,0.047,0.004
0.991,0.001,0.008,0.001
0.696,0.078,0.170,0.056
0.956,0.003,0.039,0.002
0.997,0.001,0.001,0.000
0.937,0.017,0.042,0.004
0.977,0.001,0.020,0.001
0.672,0.079,0.218,0.030
0.989,0.001,0.009,0.001
0.999,0.000,0.000,0.000
0.322,0.006,0.219,0.453
0.976,0.009,0.015,0.000
0.987,0.003,0.010,0.001
0.795,0.015,0.021,0.169
0.957,0.003,0.038,0.002
0.243,0.054,0.245,0.458
0.999,0.000,0.001,0.000
0.976,0.008,0.015,0.002
0.962,0.004,0.031,0.003
0.997,0.002,0.001,0.000
0.573,0.155,0.202,0.071
0.737,0.214,0.043,0.007
0.240,0.015,0.223,0.522
0.847,0.028,0.100,0.024
0.998,0.001,0.000,0.001
0.938,0.006,0.049,0.007
0.951,0.006,0.040,0.003
0.864,0.116,0.016,0.004
0.808,0.014,0.161,0.017
0.923,0.014,0.058,0.004
0.855,0.043,0.086,0.016
0.974,0.005,0.016,0.005
0.956,0.006,0.034,0.004
0.746,0.010,0.226,0.017
0.970,0.007,0.022,0.001
0.960,0.005,0.027,0.008
0.925,0.006,0.066,0.003
0.917,0.018,0.061,0.004
0.927,0.019,0.042,0.011
0.355,0.009,0.253,0.383
0.815,0.062,0.091,0.032
0.992,0.001,0.007,0.000
0.953,0.027,0.016,0.003
0.931,0.033,0.031,0.005
1.000,0.000,0.000,0.000
0.946,0.024,0.028,0.001
0.938,0.005,0.053,0.004
0.590,0.050,0.260,0.101
0.851,0.021,0.112,0.016
0.736,0.050,0.194,0.020
0.585,0.029,0.208,0.178
0.985,0.003,0.012,0.000
0.820,0.056,0.109,0.015
0.959,0.019,0.021,0.001
0.994,0.002,0.004,0.001
0.773,0.179,0.038,0.010
0.817,0.025,0.148,0.010
0.995,0.001,0.004,0.000
0.937,0.003,0.035,0.025
0.984,0.002,0.014,0.000
0.946,0.003,0.050,0.001
0.673,0.028,0.254,0.046
0.912,0.057,0.028,0.003
0.849,0.079,0.063,0.009
0.969,0.001,0.018,0.012
0.893,0.004,0.095,0.008
0.999,0.000,0.001,0.000
0.766,0.138,0.086,0.010
0.431,0.115,0.331,0.122
0.667,0.030,0.285,0.018
0.947,0.008,0.037,0.008
0.898,0.011,0.088,0.003
0.991,0.002,0.007,0.000
0.723,0.002,0.074,0.201
0.826,0.036,0.129,0.009
0.965,0.010,0.024,0.001
0.737,0.010,0.240,0.013
0.896,0.054,0.044,0.006
0.992,0.000,0.008,0.000
0.917,0.002,0.030,0.051
0.300,0.651,0.042,0.007
0.743,0.036,0.214,0.007
0.969,0.014,0.014,0.002
0.968,0.016,0.015,0.001
0.953,0.008,0.035,0.004
0.982,0.006,0.010,0.002
0.831,0.014,0.150,0.004
0.976,0.002,0.021,0.002
0.970,0.006,0.022,0.003
0.960,0.001,0.026,0.013
0.746,0.030,0.172,0.052
0.740,0.007,0.249,0.004
0.961,0.008,0.027,0.004
0.936,0.010,0.049,0.005
0.920,0.004,0.074,0.002
0.989,0.001,0.010,0.000
0.886,0.087,0.025,0.003
0.993,0.001,0.006,0.000
0.794,0.183,0.020,0.003
0.960,0.011,0.027,0.001
1.000,0.000,0.000,0.000
0.984,0.002,0.013,0.001
0.973,0.006,0.019,0.002
0.734,0.045,0.134,0.087
0.989,0.001,0.010,0.000
0.994,0.000,0.001,0.006
0.997,0.000,0.003,0.000
0.992,0.001,0.006,0.000
0.994,0.002,0.004,0.001
0.981,0.003,0.015,0.002
0.953,0.008,0.036,0.003
0.479,0.410,0.073,0.038
0.968,0.004,0.020,0.008
0.929,0.006,0.060,0.005
0.973,0.006,0.019,0.002
0.830,0.071,0.065,0.034
0.997,0.003,0.000,0.000
0.994,0.001,0.004,0.001
0.889,0.042,0.015,0.054
0.781,0.019,0.135,0.064
0.794,0.013,0.183,0.011
0.822,0.004,0.090,0.084
0.945,0.006,0.046,0.003
0.493,0.139,0.327,0.040
0.991,0.003,0.005,0.000
0.921,0.004,0.069,0.007
0.916,0.031,0.051,0.002
0.003,0.021,0.012,0.964
0.982,0.004,0.013,0.001
0.938,0.055,0.006,0.000
0.776,0.000,0.013,0.211
0.877,0.045,0.065,0.013
0.798,0.193,0.007,0.002
0.605,0.003,0.120,0.272
0.941,0.005,0.036,0.019
0.981,0.002,0.016,0.001
0.938,0.003,0.024,0.035
0.961,0.023,0.015,0.002
0.994,0.000,0.005,0.001
0.841,0.103,0.050,0.005
0.825,0.052,0.110,0.013
0.991,0.001,0.007,0.001
0.856,0.029,0.104,0.011
0.995,0.002,0.003,0.000
0.958,0.002,0.037,0.004
0.630,0.346,0.018,0.006
0.678,0.069,0.052,0.201
0.681,0.084,0.154,0.080
0.892,0.105,0.002,0.000
0.371,0.118,0.362,0.150
0.884,0.014,0.082,0.020
0.738,0.071,0.184,0.007
