0.001,0.017,0.015,0.057,0.001,0.000,0.740,0.000,0.106,0.036,0.000,0.000,0.109,0.005,0.000
0.626,0.051,0.000,0.258,0.016,0.000,0.000,0.000,0.067,0.639,0.001,0.271,0.575,0.000,0.000
0.008,0.573,0.001,0.641,0.000,0.002,0.000,0.000,0.000,0.055,0.005,0.005,0.022,0.000,0.011
0.005,0.053,0.001,0.034,0.000,0.000,0.645,0.002,0.076,0.055,0.030,0.013,0.078,0.002,0.014
0.005,0.045,0.002,0.017,0.000,0.002,0.166,0.003,0.053,0.056,0.700,0.046,0.086,0.000,0.000
0.023,0.040,0.009,0.343,0.000,0.000,0.195,0.000,0.091,0.039,0.033,0.067,0.310,0.006,0.008
0.000,0.120,0.005,0.014,0.002,0.000,0.043,0.007,0.044,0.037,0.837,0.000,0.076,0.005,0.007
0.000,0.012,0.020,0.040,0.005,0.003,0.546,0.015,0.132,0.060,0.021,0.064,0.121,0.035,0.002
0.000,0.022,0.004,0.003,0.000,0.002,0.110,0.004,0.000,0.500,0.037,0.474,0.030,0.000,0.001
0.015,0.037,0.020,0.113,0.003,0.000,0.238,0.000,0.019,0.039,0.030,0.442,0.112,0.022,0.028
0.002,0.135,0.009,0.128,0.000,0.002,0.590,0.003,0.067,0.018,0.009,0.017,0.000,0.000,0.002
0.016,0.058,0.009,0.118,0.032,0.000,0.416,0.000,0.103,0.104,0.001,0.054,0.216,0.003,0.020
0.014,0.030,0.005,0.029,0.026,0.002,0.200,0.005,0.047,0.052,0.040,0.514,0.130,0.009,0.011
0.000,0.000,0.005,0.897,0.023,0.000,0.051,0.000,0.037,0.026,0.000,0.036,0.037,0.004,0.009
0.004,0.077,0.009,0.081,0.025,0.002,0.319,0.000,0.112,0.113,0.055,0.203,0.125,0.020,0.027
0.002,0.704,0.000,0.000,0.000,0.000,0.203,0.006,0.085,0.016,0.023,0.005,0.051,0.003,0.010
0.000,0.000,0.000,1.148,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.000
0.022,0.055,0.007,0.072,0.015,0.001,0.543,0.000,0.087,0.068,0.012,0.045,0.062,0.014,0.014
0.000,0.007,0.004,1.026,0.005,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.013,0.001,0.002
0.011,0.051,0.001,0.000,0.000,0.006,0.600,0.000,0.146,0.044,0.030,0.099,0.109,0.014,0.000
0.013,0.585,0.006,0.000,0.016,0.000,0.073,0.000,0.006,0.027,0.010,0.014,0.000,0.000,0.559
0.005,0.000,0.000,0.027,0.005,0.012,0.000,0.008,0.003,0.000,0.017,0.318,0.000,0.991,0.009
0.027,0.058,0.004,0.064,0.011,0.000,0.107,0.000,0.000,0.715,0.035,0.075,0.042,0.006,0.013
0.013,0.096,0.006,0.586,0.019,0.000,0.200,0.000,0.096,0.022,0.004,0.027,0.095,0.003,0.024
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,2.360,0.000,0.000,0.000
0.020,0.069,0.010,0.039,0.011,0.007,0.652,0.014,0.075,0.071,0.023,0.012,0.018,0.019,0.011
0.020,0.067,0.014,0.076,0.011,0.002,0.152,0.004,0.074,0.005,0.026,0.081,0.492,0.003,0.019
0.024,0.000,0.009,0.002,0.001,0.000,0.000,0.000,0.042,0.004,0.008,0.000,1.180,0.006,0.005
0.008,0.080,0.005,0.152,0.016,0.002,0.560,0.000,0.096,0.057,0.010,0.076,0.084,0.011,0.028
0.008,0.074,0.002,0.011,0.010,0.003,0.187,0.009,0.025,0.046,0.604,0.030,0.083,0.001,0.015
0.019,0.381,0.000,0.004,0.005,0.000,0.239,0.005,0.052,0.085,0.037,0.205,0.030,0.038,0.026
0.000,0.151,0.017,0.000,0.464,0.000,0.260,0.000,0.204,0.003,0.000,0.005,0.036,0.000,0.394
0.002,0.000,0.008,0.005,0.000,0.002,1.034,0.000,0.149,0.000,0.000,0.000,0.000,0.006,0.000
0.032,0.000,0.006,0.027,0.000,0.000,0.000,0.000,0.023,0.051,0.000,0.000,1.352,0.000,0.000
0.000,0.000,0.008,1.134,0.006,0.000,0.009,0.000,0.019,0.016,0.000,0.000,0.067,0.000,0.005
0.000,0.000,0.015,0.119,0.000,0.000,0.580,0.000,0.071,0.002,0.015,0.000,0.182,0.000,0.005
0.006,0.483,0.011,0.006,0.000,0.005,0.416,0.004,0.057,0.076,0.043,0.028,0.073,0.008,0.015
0.025,0.091,0.001,0.499,0.022,0.000,0.021,0.010,0.181,0.043,0.050,0.106,0.173,0.002,0.053
0.003,0.163,0.001,0.435,0.026,0.003,0.155,0.000,0.148,0.010,0.030,0.011,0.126,0.000,0.000
0.001,0.021,0.025,0.141,0.503,0.000,0.189,0.000,0.196,0.000,0.008,0.000,0.024,0.001,0.549
0.022,0.601,0.017,0.063,0.019,0.000,0.102,0.009,0.116,0.000,0.000,0.097,0.048,0.017,0.014
0.000,0.000,0.000,0.000,0.000,0.002,0.153,0.009,0.052,0.029,0.000,0.939,0.000,0.023,0.046
0.007,0.000,0.000,0.000,0.000,0.001,0.106,0.000,0.018,0.055,0.000,1.223,0.000,0.001,0.000
0.000,1.199,0.002,0.000,0.000,0.000,0.000,0.019,0.045,0.000,0.000,0.000,0.000,0.000,0.000
0.021,0.001,0.002,0.036,0.001,0.000,0.764,0.000,0.127,0.025,0.000,0.000,0.096,0.000,0.015
0.031,0.000,0.011,0.020,0.000,0.000,0.331,0.000,0.113,0.000,0.001,0.113,0.000,0.042,0.679
0.007,0.071,0.001,0.070,0.002,0.000,0.276,0.000,0.027,0.509,0.031,0.000,0.107,0.000,0.012
0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,1.315,0.000,0.000,0.000
0.018,0.453,0.024,0.145,0.009,0.000,0.253,0.012,0.159,0.092,0.060,0.085,0.076,0.023,0.033
0.005,0.025,0.013,0.071,0.005,0.003,0.469,0.004,0.143,0.080,0.058,0.084,0.106,0.004,0.037
0.000,0.015,0.001,0.033,0.000,0.001,0.238,0.001,0.023,0.025,0.001,0.658,0.008,0.028,0.000
0.019,0.000,0.000,0.066,0.010,0.000,0.434,0.002,0.093,0.556,0.000,0.064,0.000,0.022,0.003
0.017,0.065,0.001,0.000,0.000,0.000,0.205,0.007,0.030,0.676,0.036,0.139,0.031,0.004,0.012
0.130,0.048,0.004,0.065,0.024,0.000,0.510,0.000,0.120,0.057,0.001,0.164,0.062,0.009,0.031
0.000,0.069,0.010,0.053,0.000,0.005,0.232,0.015,0.090,0.032,0.597,0.013,0.153,0.020,0.000
0.009,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.024,0.000,0.003,1.023,0.009,0.025,0.015
0.023,0.038,0.004,0.089,0.009,0.001,0.096,0.000,0.020,0.043,0.811,0.012,0.035,0.004,0.012
0.014,0.513,0.012,0.084,0.011,0.004,0.127,0.002,0.015,0.056,0.048,0.043,0.158,0.016,0.043
0.020,0.084,0.002,0.010,0.001,0.000,0.174,0.009,0.023,0.016,0.032,0.655,0.042,0.024,0.041
0.011,0.000,0.000,0.035,0.000,0.000,0.046,0.010,0.030,0.000,1.067,0.020,0.003,0.026,0.017
0.000,0.034,0.000,0.227,0.009,0.000,0.378,0.001,0.157,0.070,0.016,0.058,0.137,0.005,0.003
0.000,0.000,0.001,0.000,0.000,0.000,1.295,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
0.011,0.023,0.000,0.016,0.002,0.001,0.015,0.007,0.059,0.052,0.014,0.913,0.058,0.000,0.000
0.021,0.000,0.009,0.264,0.010,0.000,0.020,0.005,0.042,0.009,0.149,0.030,0.804,0.051,0.022
0.023,0.108,0.000,0.082,0.000,0.000,0.000,0.005,0.032,0.023,0.000,0.787,0.043,0.036,0.014
0.003,0.000,0.011,0.000,0.000,0.000,0.244,0.004,0.091,0.000,0.000,0.000,0.135,1.106,0.000
0.031,0.404,0.012,0.086,0.000,0.001,0.218,0.000,0.091,0.054,0.037,0.098,0.018,0.000,0.003
0.015,0.019,0.000,0.017,0.008,0.000,0.432,0.002,0.067,0.038,0.003,0.266,0.091,0.074,0.026
0.021,0.003,0.000,0.055,0.002,0.000,0.469,0.007,0.107,0.040,0.014,0.251,0.077,0.012,0.046
0.009,0.023,0.003,0.001,0.001,0.000,0.833,0.008,0.128,0.002,0.006,0.033,0.000,0.017,0.001
0.000,0.000,0.007,0.005,0.006,0.000,0.656,0.000,0.138,0.008,0.000,0.000,0.238,0.000,0.032
0.021,0.105,0.000,0.028,0.000,0.004,0.310,0.014,0.064,0.021,0.020,0.000,0.725,0.016,0.000
0.007,0.000,0.002,0.034,0.000,0.000,0.110,0.000,0.001,0.032,0.034,0.887,0.000,0.020,0.054
0.007,0.068,0.009,0.077,0.013,0.003,0.605,0.000,0.076,0.052,0.019,0.035,0.062,0.010,0.008
0.002,0.000,0.000,0.000,0.000,0.000,0.869,0.000,0.121,0.000,0.022,0.062,0.000,0.032,0.000
0.010,0.191,0.004,0.378,0.041,0.000,0.066,0.004,0.239,0.560,0.000,0.000,0.061,0.003,0.034
0.007,0.062,0.011,0.151,0.010,0.017,0.105,0.000,0.047,0.060,0.541,0.027,0.126,0.023,0.029
0.009,0.000,0.000,0.717,0.000,0.000,0.164,0.000,0.046,0.000,0.000,0.052,0.074,0.000,0.000
0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,1.445,0.000,0.005,0.000
0.016,0.000,0.000,0.040,0.008,0.012,0.173,0.006,0.011,0.030,0.000,0.722,0.050,0.013,0.011
0.019,0.081,0.002,0.304,0.033,0.000,0.418,0.002,0.116,0.012,0.002,0.021,0.024,0.005,0.000
0.005,0.074,0.001,0.416,0.004,0.000,0.000,0.000,0.142,0.000,0.000,0.000,0.902,0.000,0.004
0.014,0.127,0.014,0.057,0.022,0.000,0.569,0.001,0.041,0.085,0.007,0.062,0.060,0.000,0.008
0.004,0.003,0.006,0.019,0.000,0.000,0.781,0.000,0.093,0.010,0.000,0.021,0.069,0.005,0.004
0.020,0.069,0.003,0.026,0.005,0.000,0.153,0.004,0.049,0.724,0.024,0.058,0.079,0.000,0.015
0.065,0.338,0.005,0.251,0.000,0.000,0.118,0.006,0.123,0.016,0.082,0.009,0.067,0.000,0.013
0.051,0.000,0.000,0.015,0.000,0.000,0.094,0.000,0.059,0.054,0.003,0.834,0.000,0.044,0.001
0.021,0.311,0.003,0.099,0.009,0.000,0.582,0.000,0.089,0.015,0.000,0.000,0.016,0.000,0.042
0.537,0.040,0.016,0.041,0.005,0.000,0.160,0.009,0.380,0.438,0.011,0.030,0.114,0.000,0.460
0.017,0.239,0.014,0.554,0.003,0.000,0.000,0.002,0.220,0.024,0.009,0.007,0.110,0.000,0.010
0.003,0.599,0.008,0.659,0.020,0.004,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.000,0.003
0.002,0.065,0.015,0.114,0.000,0.000,0.160,0.000,0.026,0.070,0.028,0.072,0.437,0.003,0.011
0.002,0.015,0.000,0.006,0.000,0.614,0.000,0.006,0.000,0.042,0.017,0.647,0.078,0.011,0.027
0.012,0.020,0.002,0.033,0.002,0.002,0.183,0.006,0.049,0.006,0.000,0.640,0.037,0.034,0.021
0.007,0.052,0.005,0.024,0.011,0.000,0.643,0.000,0.098,0.054,0.005,0.048,0.092,0.000,0.009
0.027,0.000,0.000,0.120,0.027,0.005,0.577,0.004,0.066,0.032,0.000,0.200,0.022,0.008,0.009
0.000,0.232,0.004,0.000,0.557,0.003,0.154,0.004,0.100,0.337,0.000,0.067,0.000,0.000,0.510
0.004,0.042,0.017,0.174,0.455,0.000,0.224,0.001,0.182,0.000,0.000,0.000,0.059,0.000,0.374
0.021,0.363,0.029,0.000,0.489,0.000,0.240,0.000,0.194,0.003,0.000,0.000,0.000,0.008,0.546
0.001,0.024,0.003,0.072,0.002,0.000,0.204,0.000,0.052,0.022,0.039,0.557,0.000,0.003,0.000
0.003,0.000,0.000,0.024,0.006,0.000,0.650,0.000,0.104,0.082,0.000,0.032,0.111,0.000,0.003
0.017,0.065,0.000,0.000,0.011,0.005,0.081,0.001,0.026,0.748,0.011,0.087,0.071,0.010,0.018
0.000,0.089,0.003,0.686,0.002,0.009,0.107,0.002,0.020,0.001,0.020,0.107,0.038,0.000,0.013
0.012,0.052,0.009,0.664,0.002,0.005,0.147,0.000,0.056,0.000,0.008,0.000,0.196,0.003,0.000
0.024,0.000,0.004,0.028,0.003,0.016,0.523,0.008,0.035,0.025,0.011,0.296,0.000,0.057,0.016
0.007,0.048,0.014,0.049,0.011,0.000,0.573,0.000,0.113,0.026,0.019,0.136,0.048,0.041,0.002
0.000,0.030,0.000,0.000,0.001,0.004,0.153,0.008,0.034,0.000,1.036,0.000,0.000,0.000,0.023
0.000,0.018,0.008,0.094,0.005,0.000,0.036,0.021,0.000,0.626,0.026,0.554,0.000,0.000,0.010
0.000,0.081,0.010,0.212,0.014,0.000,0.454,0.001,0.129,0.006,0.000,0.014,0.173,0.000,0.002
0.005,0.058,0.012,0.091,0.011,0.452,0.287,0.007,0.028,0.059,0.028,0.124,0.053,0.005,0.015
0.002,0.000,0.000,0.000,0.000,0.000,0.064,0.001,0.000,0.000,0.000,0.000,1.234,0.000,0.000
0.005,0.143,0.015,0.172,0.639,0.000,0.005,0.000,0.241,0.417,0.000,0.012,0.120,0.000,0.483
0.001,0.936,0.000,0.013,0.010,0.000,0.092,0.000,0.011,0.027,0.000,0.022,0.021,0.001,0.010
0.004,0.051,0.005,0.349,0.009,0.001,0.331,0.000,0.217,0.015,0.018,0.000,0.159,0.007,0.030
0.007,0.017,0.000,0.052,0.000,0.000,0.702,0.000,0.130,0.011,0.014,0.075,0.021,0.021,0.010
0.009,0.037,0.000,0.064,0.001,0.001,0.180,0.010,0.072,0.017,0.041,0.133,0.509,0.020,0.003
0.007,0.088,0.004,0.033,0.004,0.002,0.512,0.005,0.073,0.082,0.054,0.030,0.144,0.003,0.033
0.004,0.044,0.000,0.119,0.006,0.000,0.471,0.000,0.098,0.034,0.029,0.054,0.078,0.001,0.010
0.005,0.021,0.008,0.075,0.000,0.001,0.568,0.001,0.087,0.012,0.000,0.046,0.158,0.003,0.031
0.000,0.018,0.000,0.083,0.014,0.000,0.180,0.016,0.097,0.019,0.571,0.022,0.074,0.000,0.031
0.025,0.000,0.000,0.000,0.001,0.000,0.062,0.000,0.000,0.069,0.007,0.089,0.763,0.001,0.012
0.000,0.000,0.008,0.000,0.000,0.002,0.053,0.000,0.060,0.000,0.000,0.000,1.277,0.000,0.000
0.005,0.033,0.004,0.027,0.004,0.001,0.026,0.011,0.001,0.058,1.075,0.000,0.039,0.006,0.008
0.014,0.229,0.000,0.308,0.019,0.008,0.295,0.005,0.175,0.000,0.000,0.023,0.106,0.000,0.020
0.000,0.000,0.005,0.000,0.000,0.002,1.019,0.000,0.170,0.000,0.000,0.014,0.000,0.002,0.000
0.023,0.146,0.008,0.279,0.000,0.000,0.364,0.001,0.077,0.032,0.025,0.031,0.023,0.016,0.025
0.008,0.065,0.008,0.080,0.004,0.000,0.540,0.003,0.096,0.081,0.024,0.048,0.124,0.008,0.011
0.013,0.000,0.000,0.053,0.000,0.000,0.054,0.008,0.048,0.003,0.942,0.046,0.020,0.020,0.015
0.012,0.000,0.010,0.720,0.003,0.000,0.127,0.003,0.033,0.038,0.012,0.061,0.084,0.000,0.000
0.021,0.093,0.000,0.321,0.000,0.001,0.122,0.006,0.172,0.000,0.807,0.000,0.000,0.000,0.000
0.025,0.001,0.000,0.520,0.009,0.000,0.000,0.000,0.043,0.000,0.000,0.043,0.544,0.021,0.001
0.012,0.277,0.015,0.059,0.005,0.000,0.483,0.005,0.129,0.054,0.026,0.029,0.043,0.009,0.013
0.010,0.079,0.005,0.040,0.022,0.000,0.534,0.000,0.092,0.065,0.015,0.060,0.123,0.000,0.029
0.022,0.019,0.002,0.034,0.000,0.000,0.573,0.005,0.118,0.009,0.017,0.147,0.063,0.029,0.010
0.007,0.059,0.000,0.000,0.015,0.000,0.735,0.009,0.064,0.060,0.029,0.027,0.036,0.001,0.014
0.007,0.004,0.000,0.018,0.000,0.002,0.422,0.004,0.474,0.323,0.000,0.017,0.037,0.000,0.008
0.774,0.006,0.009,0.000,0.000,0.000,0.216,0.002,0.076,0.554,0.000,0.070,0.666,0.000,0.000
0.477,0.034,0.004,0.154,0.023,0.000,0.324,0.001,0.176,0.014,0.000,0.009,0.014,0.000,0.000
0.010,0.041,0.007,0.109,0.014,0.000,0.152,0.005,0.031,0.043,0.036,0.521,0.106,0.004,0.015
0.002,0.248,0.015,0.000,0.482,0.001,0.192,0.000,0.147,0.015,0.006,0.019,0.008,0.000,0.560
0.006,0.046,0.008,0.029,0.000,0.000,0.588,0.000,0.151,0.076,0.031,0.000,0.167,0.000,0.000
0.017,0.184,0.005,0.000,0.019,0.000,0.616,0.000,0.106,0.033,0.005,0.131,0.040,0.013,0.052
0.001,0.036,0.005,0.051,0.002,0.015,0.000,0.008,0.030,0.019,0.077,0.516,0.033,0.617,0.020
0.023,0.006,0.003,0.686,0.010,0.000,0.000,0.000,0.001,0.034,0.012,0.067,0.682,0.018,0.028
0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.030,0.000,1.405,0.000,0.001,0.000
0.003,0.024,0.011,0.000,0.012,0.000,0.614,0.002,0.133,0.056,0.000,0.087,0.115,0.005,0.013
0.053,0.000,0.021,0.024,0.003,0.001,0.167,0.000,0.052,0.072,0.000,0.032,0.815,0.000,0.025
0.006,0.037,0.021,0.011,0.002,0.000,0.213,0.003,0.122,0.001,0.020,0.149,0.514,0.013,0.031
0.006,0.000,0.000,0.054,0.010,0.000,0.625,0.002,0.115,0.030,0.006,0.000,0.195,0.000,0.000
0.029,0.032,0.017,0.085,0.000,0.000,0.144,0.000,0.000,0.019,0.000,0.024,0.883,0.000,0.018
0.000,0.000,0.014,0.035,0.016,0.000,0.649,0.008,0.114,0.083,0.000,0.051,0.093,0.028,0.000
0.019,0.042,0.001,0.102,0.000,0.002,0.000,0.009,0.052,0.093,0.033,0.675,0.097,0.023,0.063
0.000,0.000,0.003,0.000,0.000,0.000,1.496,0.000,0.156,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.024,0.002,0.078,0.005,0.000,0.550,0.000,0.096,0.020,0.006,0.069,0.116,0.035,0.024
0.000,0.028,0.002,0.053,0.006,0.001,0.564,0.000,0.069,0.029,0.006,0.092,0.120,0.001,0.009
0.000,0.031,0.000,0.000,0.004,0.000,0.766,0.000,0.091,0.001,0.006,0.000,0.077,0.000,0.004
0.000,0.001,0.009,0.062,0.007,0.002,0.380,0.000,0.044,0.000,0.000,0.000,0.545,0.000,0.000
0.016,0.000,0.004,0.021,0.000,0.015,0.206,0.010,0.083,0.011,0.003,0.318,0.033,0.571,0.003
0.002,0.061,0.000,0.101,0.005,0.000,0.031,0.002,0.000,0.021,0.000,0.902,0.000,0.000,0.000
0.006,0.007,0.000,0.031,0.004,0.003,0.439,0.000,0.076,0.058,0.006,0.224,0.071,0.077,0.036
0.011,0.026,0.009,0.044,0.008,0.001,0.718,0.003,0.088,0.035,0.017,0.028,0.041,0.003,0.014
0.009,0.847,0.005,0.000,0.008,0.001,0.114,0.017,0.055,0.003,0.007,0.040,0.002,0.007,0.009
0.000,0.028,0.006,0.055,0.010,0.008,0.632,0.004,0.056,0.013,0.020,0.044,0.043,0.009,0.021
0.020,0.148,0.000,0.100,0.005,0.002,0.071,0.000,0.016,0.054,0.003,0.544,0.000,0.002,0.000
0.017,0.039,0.000,0.033,0.000,0.000,0.331,0.015,0.031,0.027,0.479,0.074,0.041,0.028,0.011
0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.939,0.800,0.000,0.000
0.008,0.025,0.011,0.045,0.022,0.006,0.608,0.006,0.085,0.032,0.018,0.141,0.057,0.012,0.028
0.012,0.000,0.000,0.008,0.000,0.001,0.031,0.000,0.002,1.023,0.000,0.030,0.025,0.002,0.011
0.000,0.000,0.000,0.000,0.000,0.001,0.099,0.013,0.000,0.000,1.355,0.000,0.000,0.000,0.000
0.672,0.117,0.002,0.090,0.027,0.000,0.000,0.008,0.040,0.115,0.021,0.097,0.592,0.009,0.041
0.036,0.306,0.000,0.220,0.033,0.002,0.238,0.011,0.182,0.000,0.000,0.010,0.000,0.000,0.044
0.012,0.000,0.001,0.055,0.004,0.002,0.207,0.002,0.057,0.002,0.003,0.041,0.695,0.008,0.016
0.000,0.149,0.020,0.034,0.419,0.000,0.353,0.000,0.203,0.000,0.000,0.000,0.077,0.004,0.408
0.032,0.002,0.000,0.011,0.001,0.000,0.278,0.000,0.233,0.083,0.000,0.598,0.000,0.005,0.008
0.008,0.003,0.004,0.058,0.006,0.000,0.015,0.000,0.195,0.125,0.000,0.092,0.022,0.709,0.000
0.000,0.051,0.028,0.099,0.006,0.000,0.000,0.002,0.067,0.000,0.012,0.588,0.539,0.003,0.057
0.029,0.075,0.024,0.000,0.461,0.000,0.304,0.000,0.241,0.016,0.002,0.000,0.044,0.000,0.497
0.029,0.062,0.008,0.104,0.026,0.000,0.537,0.000,0.087,0.113,0.022,0.046,0.061,0.015,0.029
0.001,0.000,0.007,0.001,0.000,0.000,0.873,0.000,0.101,0.000,0.000,0.000,0.061,0.000,0.002
0.005,0.063,0.000,0.873,0.006,0.004,0.031,0.005,0.022,0.060,0.011,0.004,0.036,0.004,0.020
0.027,0.041,0.006,0.000,0.000,0.003,0.141,0.002,0.025,0.000,0.000,0.760,0.000,0.000,0.008
0.000,0.072,0.003,0.604,0.010,0.000,0.188,0.000,0.018,0.034,0.014,0.051,0.114,0.000,0.027
0.003,0.029,0.000,0.034,0.028,0.007,0.665,0.004,0.130,0.016,0.024,0.109,0.000,0.030,0.011
0.004,0.032,0.011,0.072,0.009,0.000,0.696,0.002,0.112,0.012,0.000,0.023,0.070,0.002,0.050
0.012,0.065,0.000,0.049,0.011,0.000,0.470,0.003,0.078,0.050,0.025,0.210,0.051,0.016,0.015
0.000,0.402,0.008,0.161,0.000,0.000,0.000,0.000,0.086,0.486,0.000,0.007,0.493,0.004,0.020
0.004,0.000,0.008,0.010,0.005,0.002,0.407,0.001,0.043,0.988,0.001,0.000,0.041,0.003,0.003
0.038,0.000,0.000,0.027,0.011,0.003,0.093,0.000,0.025,0.075,0.003,0.068,0.999,0.003,0.021
0.009,0.032,0.007,0.044,0.012,0.008,0.429,0.008,0.097,0.023,0.004,0.339,0.066,0.000,0.015
0.016,0.000,0.000,0.020,0.003,0.002,0.165,0.005,0.057,0.067,0.021,0.655,0.062,0.027,0.041
0.000,0.193,0.000,0.175,0.001,0.000,0.400,0.004,0.129,0.009,0.013,0.036,0.094,0.007,0.000
0.023,0.000,0.002,0.046,0.000,0.000,0.420,0.000,0.124,0.042,0.050,0.319,0.054,0.043,0.017
0.004,0.531,0.007,0.198,0.007,0.000,0.079,0.009,0.125,0.012,0.000,0.042,0.028,0.004,0.015
0.022,0.032,0.016,0.034,0.000,0.000,0.445,0.000,0.139,0.069,0.022,0.338,0.019,0.000,0.023
0.020,0.065,0.010,0.014,0.001,0.000,0.403,0.006,0.114,0.018,0.055,0.252,0.086,0.000,0.011
0.000,0.057,0.023,0.128,0.507,0.004,0.175,0.000,0.118,0.011,0.005,0.026,0.038,0.002,0.655
0.011,0.244,0.009,0.170,0.018,0.002,0.314,0.007,0.089,0.045,0.000,0.000,0.063,0.000,0.038
0.038,0.000,0.013,0.106,0.021,0.000,0.000,0.004,0.037,1.095,0.000,0.087,0.051,0.015,0.000
0.054,0.000,0.000,0.000,0.135,0.001,0.041,0.001,0.150,0.541,0.005,0.604,0.000,0.048,0.465
0.005,0.189,0.000,0.660,0.000,0.002,0.130,0.003,0.148,0.025,0.019,0.000,0.054,0.006,0.012
0.005,0.201,0.000,0.492,0.008,0.002,0.077,0.008,0.071,0.046,0.008,0.028,0.135,0.005,0.002
0.009,0.000,0.000,0.008,0.011,0.000,0.112,0.000,0.031,0.012,0.017,0.830,0.058,0.034,0.026
0.003,0.033,0.003,0.230,0.000,0.000,0.472,0.000,0.185,0.025,0.000,0.058,0.095,0.003,0.022
0.001,0.000,0.002,0.095,0.009,0.002,0.472,0.004,0.245,0.115,0.006,0.000,0.122,0.009,0.000
