0.000,0.016,0.984,0.000,0.000
0.000,0.014,0.985,0.001,0.000
0.000,0.002,0.998,0.000,0.000
0.000,0.312,0.290,0.003,0.394
0.000,0.040,0.010,0.818,0.132
0.002,0.026,0.410,0.531,0.032
0.000,0.908,0.048,0.028,0.016
0.000,0.383,0.327,0.267,0.023
0.002,0.428,0.226,0.125,0.219
0.000,0.907,0.003,0.070,0.020
0.001,0.006,0.287,0.010,0.695
0.003,0.263,0.148,0.004,0.582
0.000,0.002,0.005,0.967,0.026
0.001,0.087,0.341,0.024,0.548
0.006,0.041,0.185,0.397,0.371
0.002,0.055,0.906,0.005,0.032
0.001,0.854,0.111,0.024,0.011
0.000,0.004,0.004,0.982,0.010
0.001,0.089,0.818,0.060,0.031
0.000,0.008,0.085,0.807,0.099
0.001,0.442,0.253,0.151,0.153
0.000,0.480,0.117,0.382,0.021
0.001,0.086,0.066,0.779,0.068
0.001,0.059,0.665,0.030,0.245
0.001,0.025,0.043,0.619,0.312
0.001,0.000,0.009,0.970,0.021
0.001,0.101,0.328,0.046,0.524
0.005,0.268,0.443,0.176,0.108
0.002,0.199,0.007,0.769,0.023
0.002,0.578,0.050,0.019,0.350
0.000,0.108,0.112,0.265,0.515
0.006,0.067,0.575,0.037,0.315
0.000,0.375,0.501,0.056,0.067
0.003,0.438,0.441,0.042,0.076
0.002,0.392,0.443,0.095,0.067
0.002,0.074,0.276,0.186,0.461
0.001,0.615,0.084,0.224,0.076
0.002,0.198,0.359,0.161,0.279
0.000,0.923,0.029,0.014,0.034
0.004,0.197,0.411,0.122,0.266
0.000,0.000,1.000,0.000,0.000
0.000,0.010,0.974,0.007,0.009
0.000,0.071,0.685,0.077,0.167
0.000,0.005,0.995,0.000,0.000
0.000,0.014,0.147,0.838,0.001
0.004,0.215,0.264,0.028,0.490
0.002,0.055,0.662,0.014,0.267
0.001,0.429,0.060,0.440,0.069
0.003,0.022,0.018,0.936,0.021
0.000,0.007,0.008,0.780,0.205
0.002,0.006,0.280,0.625,0.087
0.010,0.092,0.191,0.070,0.637
0.000,0.000,0.000,1.000,0.000
0.002,0.045,0.020,0.598,0.334
0.000,0.008,0.818,0.008,0.166
0.000,0.001,0.998,0.000,0.000
0.004,0.332,0.214,0.233,0.217
0.000,0.017,0.121,0.335,0.527
0.000,0.010,0.003,0.978,0.009
0.000,0.006,0.055,0.430,0.508
0.000,0.000,0.000,0.990,0.010
0.000,0.005,0.994,0.000,0.000
0.001,0.961,0.009,0.005,0.024
0.001,0.128,0.727,0.023,0.121
0.004,0.517,0.102,0.129,0.248
0.003,0.759,0.011,0.006,0.219
0.000,0.287,0.089,0.125,0.498
0.000,0.912,0.076,0.008,0.004
0.006,0.193,0.071,0.386,0.344
0.001,0.007,0.129,0.030,0.833
0.000,0.001,0.093,0.002,0.904
0.003,0.435,0.353,0.177,0.032
0.002,0.060,0.463,0.052,0.423
0.001,0.064,0.873,0.004,0.058
0.004,0.373,0.464,0.044,0.116
0.000,0.027,0.516,0.428,0.028
0.000,0.000,1.000,0.000,0.000
0.003,0.255,0.053,0.651,0.037
0.000,0.006,0.988,0.000,0.006
0.000,0.000,0.996,0.003,0.000
0.000,0.001,0.999,0.000,0.000
0.002,0.576,0.181,0.205,0.037
0.001,0.015,0.011,0.947,0.027
0.002,0.857,0.069,0.021,0.051
0.001,0.214,0.465,0.010,0.311
0.000,0.969,0.009,0.012,0.009
0.003,0.163,0.593,0.168,0.073
0.000,0.019,0.002,0.977,0.002
0.002,0.220,0.546,0.101,0.132
0.001,0.068,0.383,0.524,0.025
0.001,0.069,0.005,0.910,0.015
0.000,0.022,0.119,0.725,0.134
0.000,0.152,0.764,0.021,0.062
0.001,0.083,0.626,0.005,0.285
0.001,0.029,0.699,0.025,0.246
0.000,0.066,0.911,0.002,0.020
0.000,0.853,0.002,0.006,0.139
0.001,0.053,0.877,0.021,0.048
0.000,0.023,0.849,0.088,0.040
0.000,0.003,0.996,0.000,0.000
0.000,0.603,0.098,0.298,0.001
0.000,0.603,0.287,0.087,0.023
0.000,0.001,0.998,0.001,0.000
0.000,0.063,0.817,0.016,0.104
0.000,0.037,0.349,0.002,0.611
0.003,0.101,0.424,0.014,0.458
0.000,0.030,0.281,0.658,0.031
0.000,0.001,0.000,0.999,0.000
0.001,0.061,0.051,0.001,0.886
0.002,0.508,0.380,0.015,0.095
0.000,0.025,0.006,0.936,0.033
0.002,0.763,0.091,0.052,0.092
0.001,0.015,0.659,0.028,0.298
0.000,0.994,0.002,0.002,0.002
0.002,0.062,0.525,0.347,0.063
0.006,0.424,0.251,0.125,0.193
0.003,0.424,0.083,0.231,0.260
0.003,0.021,0.366,0.009,0.601
0.000,0.001,0.000,0.999,0.000
0.004,0.072,0.762,0.090,0.072
0.000,0.001,0.001,0.997,0.002
0.004,0.187,0.240,0.234,0.336
0.001,0.133,0.486,0.016,0.364
0.002,0.395,0.131,0.263,0.209
0.002,0.330,0.263,0.362,0.044
0.000,0.977,0.005,0.010,0.009
0.001,0.520,0.055,0.371,0.052
0.002,0.692,0.225,0.025,0.057
0.012,0.225,0.309,0.032,0.421
0.000,0.051,0.948,0.001,0.000
0.000,0.541,0.417,0.038,0.004
0.000,0.980,0.003,0.011,0.006
0.000,0.006,0.991,0.002,0.001
0.001,0.333,0.024,0.625,0.017
0.001,0.912,0.057,0.004,0.025
0.000,0.000,1.000,0.000,0.000
0.000,0.035,0.017,0.941,0.007
0.001,0.012,0.366,0.003,0.618
0.000,0.004,0.004,0.985,0.007
0.001,0.930,0.019,0.008,0.043
0.000,0.008,0.007,0.968,0.017
0.000,0.037,0.959,0.002,0.003
0.000,0.705,0.261,0.027,0.006
0.009,0.117,0.486,0.046,0.342
0.001,0.559,0.237,0.185,0.019
0.000,0.097,0.025,0.864,0.013
0.000,0.004,0.988,0.000,0.007
0.000,0.743,0.024,0.231,0.002
0.001,0.033,0.854,0.009,0.103
0.006,0.305,0.351,0.232,0.106
0.000,0.097,0.742,0.003,0.158
0.001,0.021,0.006,0.870,0.102
0.001,0.541,0.328,0.108,0.022
0.000,0.387,0.583,0.001,0.029
0.000,0.023,0.011,0.956,0.009
0.001,0.933,0.036,0.013,0.016
0.001,0.301,0.055,0.074,0.569
0.002,0.079,0.084,0.683,0.151
0.000,0.904,0.002,0.081,0.013
0.000,0.475,0.012,0.493,0.021
0.004,0.540,0.143,0.254,0.059
0.001,0.067,0.573,0.071,0.287
0.000,0.567,0.089,0.262,0.083
0.002,0.065,0.359,0.012,0.562
0.000,0.952,0.036,0.008,0.004
0.000,0.876,0.036,0.088,0.000
0.001,0.135,0.157,0.034,0.673
0.003,0.181,0.367,0.245,0.204
0.001,0.168,0.706,0.015,0.111
0.001,0.131,0.362,0.413,0.092
0.000,0.000,0.000,1.000,0.000
0.001,0.227,0.074,0.351,0.347
0.000,0.001,0.998,0.000,0.000
0.004,0.247,0.308,0.213,0.228
0.002,0.124,0.081,0.217,0.576
0.001,0.294,0.581,0.024,0.100
0.000,0.544,0.002,0.427,0.026
0.000,0.000,0.000,1.000,0.000
0.000,0.084,0.021,0.798,0.097
0.000,0.064,0.006,0.929,0.001
0.004,0.425,0.194,0.327,0.049
0.001,0.006,0.965,0.007,0.021
0.002,0.004,0.291,0.155,0.548
0.010,0.137,0.467,0.158,0.228
0.000,0.489,0.458,0.013,0.040
0.004,0.097,0.673,0.136,0.091
0.000,0.000,0.000,1.000,0.000
0.001,0.051,0.024,0.602,0.323
0.002,0.570,0.072,0.124,0.232
0.004,0.306,0.654,0.018,0.018
0.000,0.001,0.999,0.000,0.000
0.002,0.177,0.560,0.049,0.213
0.000,0.192,0.395,0.267,0.145
0.005,0.408,0.151,0.274,0.161
0.000,0.000,0.007,0.222,0.771
0.000,0.830,0.124,0.041,0.005
0.001,0.115,0.376,0.485,0.024
0.005,0.093,0.659,0.066,0.177
0.001,0.414,0.537,0.027,0.020
0.007,0.499,0.297,0.043,0.153
0.000,0.705,0.230,0.007,0.058
0.001,0.043,0.448,0.002,0.506
0.000,0.001,0.731,0.009,0.258
0.000,0.961,0.037,0.001,0.000
0.000,0.648,0.169,0.020,0.163
0.001,0.510,0.322,0.059,0.108
0.000,0.742,0.162,0.078,0.018
0.000,0.008,0.988,0.000,0.004
0.001,0.023,0.046,0.880,0.051
0.007,0.204,0.546,0.036,0.207
0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.999,0.001
0.000,0.000,0.999,0.000,0.000
0.000,0.033,0.032,0.923,0.012
0.000,0.723,0.275,0.000,0.001
0.001,0.770,0.052,0.162,0.015
0.005,0.346,0.426,0.204,0.020
0.001,0.868,0.079,0.013,0.040
0.000,0.643,0.298,0.045,0.015
0.000,0.139,0.005,0.846,0.009
0.001,0.437,0.219,0.281,0.061
0.000,0.006,0.966,0.001,0.026
0.004,0.119,0.676,0.012,0.190
0.001,0.196,0.761,0.034,0.008
0.003,0.493,0.329,0.056,0.120
0.001,0.039,0.033,0.080,0.846
0.001,0.078,0.096,0.008,0.817
0.000,0.835,0.038,0.090,0.037
0.000,0.034,0.038,0.923,0.005
0.001,0.438,0.438,0.066,0.057
0.001,0.503,0.295,0.039,0.162
0.000,0.093,0.158,0.012,0.737
0.003,0.045,0.034,0.409,0.509
0.000,0.006,0.021,0.937,0.036
0.002,0.018,0.560,0.008,0.411
0.000,0.000,0.000,0.983,0.016
0.001,0.085,0.809,0.012,0.092
0.000,0.425,0.080,0.495,0.000
0.001,0.127,0.622,0.236,0.015
0.000,0.003,0.994,0.001,0.002
0.000,0.906,0.001,0.086,0.007
0.001,0.102,0.789,0.004,0.104
0.001,0.294,0.559,0.017,0.129
0.003,0.346,0.206,0.312,0.132
0.000,0.041,0.906,0.002,0.052
0.005,0.055,0.681,0.055,0.204
0.000,0.995,0.001,0.003,0.001
0.009,0.115,0.040,0.290,0.546
0.000,0.525,0.466,0.000,0.008
0.001,0.852,0.058,0.045,0.044
0.001,0.589,0.021,0.248,0.141
0.003,0.379,0.191,0.389,0.038
0.002,0.014,0.087,0.244,0.653
0.000,0.232,0.326,0.395,0.047
0.000,0.005,0.990,0.001,0.004
0.001,0.958,0.003,0.002,0.037
0.000,0.002,0.997,0.001,0.001
0.000,0.027,0.019,0.950,0.004
0.003,0.562,0.397,0.013,0.024
0.005,0.095,0.585,0.031,0.285
0.006,0.513,0.234,0.092,0.155
0.006,0.061,0.644,0.014,0.275
0.003,0.132,0.563,0.021,0.282
0.000,0.383,0.585,0.020,0.012
0.000,0.105,0.884,0.007,0.003
0.001,0.816,0.175,0.006,0.003
0.001,0.039,0.530,0.075,0.355
0.001,0.197,0.723,0.053,0.026
0.000,0.961,0.025,0.009,0.004
0.001,0.285,0.046,0.538,0.130
0.000,0.001,0.998,0.000,0.001
0.000,0.001,0.996,0.003,0.000
0.001,0.037,0.041,0.779,0.142
0.001,0.184,0.062,0.692,0.061
0.001,0.954,0.016,0.009,0.019
0.001,0.051,0.037,0.034,0.878
0.003,0.577,0.094,0.274,0.053
0.001,0.019,0.006,0.964,0.010
0.000,0.034,0.962,0.002,0.003
0.000,0.002,0.998,0.000,0.000
0.001,0.005,0.025,0.102,0.866
0.002,0.173,0.194,0.045,0.586
0.002,0.289,0.544,0.085,0.080
0.000,0.001,0.388,0.000,0.611
0.000,0.668,0.099,0.062,0.170
0.000,0.064,0.885,0.023,0.029
0.003,0.560,0.127,0.265,0.045
0.000,0.005,0.005,0.989,0.002
0.004,0.157,0.096,0.274,0.469
0.004,0.394,0.240,0.256,0.106
0.000,0.000,0.000,0.999,0.001
0.001,0.009,0.929,0.000,0.061
0.000,0.010,0.003,0.888,0.099
0.002,0.500,0.237,0.094,0.167
0.003,0.336,0.395,0.054,0.212
0.000,0.065,0.217,0.091,0.627
0.000,0.965,0.024,0.009,0.002
0.003,0.047,0.768,0.014,0.169
0.002,0.032,0.201,0.680,0.085
0.002,0.127,0.646,0.164,0.062
0.001,0.433,0.393,0.111,0.063
0.005,0.028,0.452,0.191,0.324
0.000,0.001,0.996,0.000,0.003
0.002,0.181,0.560,0.234,0.023
0.001,0.663,0.215,0.027,0.094
0.003,0.904,0.033,0.007,0.054
0.003,0.179,0.401,0.005,0.412
0.001,0.807,0.114,0.017,0.062
0.000,0.052,0.019,0.920,0.009
0.000,0.106,0.101,0.790,0.004
0.001,0.523,0.031,0.405,0.040
0.001,0.848,0.121,0.008,0.022
0.001,0.452,0.149,0.276,0.123
0.001,0.652,0.295,0.031,0.021
0.000,0.852,0.009,0.134,0.005
0.001,0.684,0.054,0.233,0.028
0.003,0.630,0.200,0.119,0.048
0.000,0.009,0.003,0.988,0.001
0.009,0.356,0.497,0.030,0.108
0.000,0.001,0.007,0.925,0.068
0.000,0.000,1.000,0.000,0.000
0.000,0.004,0.015,0.944,0.036
0.002,0.068,0.814,0.005,0.111
0.000,0.044,0.006,0.923,0.028
0.000,0.888,0.101,0.008,0.003
0.001,0.937,0.002,0.015,0.045
0.000,0.004,0.025,0.001,0.970
0.000,0.003,0.018,0.971,0.009
0.003,0.655,0.232,0.089,0.021
0.000,0.015,0.046,0.912,0.027
0.005,0.841,0.027,0.085,0.042
0.000,0.001,0.999,0.000,0.000
0.001,0.049,0.019,0.929,0.002
0.001,0.393,0.201,0.194,0.211
0.005,0.190,0.570,0.091,0.144
0.001,0.144,0.610,0.054,0.191
0.001,0.023,0.430,0.520,0.027
0.000,0.003,0.001,0.990,0.007
0.000,0.984,0.013,0.002,0.001
0.002,0.696,0.091,0.093,0.117
0.000,0.000,0.000,0.999,0.000
0.006,0.310,0.373,0.075,0.236
0.004,0.725,0.251,0.005,0.015
0.000,0.092,0.009,0.896,0.002
0.001,0.621,0.141,0.180,0.058
0.003,0.021,0.026,0.814,0.136
0.001,0.074,0.865,0.032,0.029
0.001,0.959,0.008,0.014,0.019
0.001,0.005,0.018,0.867,0.110
0.001,0.647,0.004,0.109,0.239
0.000,0.001,0.996,0.002,0.002
0.004,0.161,0.120,0.702,0.013
0.000,0.805,0.021,0.148,0.025
0.000,0.951,0.012,0.020,0.017
0.000,0.001,0.001,0.993,0.005
0.000,0.002,0.998,0.000,0.000
0.001,0.073,0.291,0.606,0.029
0.010,0.318,0.444,0.029,0.200
0.001,0.648,0.066,0.167,0.118
0.007,0.071,0.093,0.721,0.109
0.001,0.688,0.162,0.045,0.105
0.000,0.001,0.999,0.000,0.000
0.001,0.592,0.090,0.136,0.182
0.000,0.833,0.158,0.006,0.003
0.002,0.096,0.053,0.070,0.780
0.001,0.055,0.429,0.110,0.406
0.001,0.049,0.151,0.753,0.046
0.001,0.943,0.018,0.015,0.023
0.002,0.409,0.463,0.045,0.081
0.010,0.297,0.096,0.308,0.289
0.001,0.070,0.004,0.910,0.015
0.001,0.020,0.953,0.001,0.026
0.003,0.406,0.088,0.280,0.222
0.000,0.732,0.266,0.001,0.000
0.000,0.994,0.001,0.005,0.000
0.004,0.069,0.168,0.451,0.307
0.000,0.220,0.707,0.053,0.020
0.000,0.585,0.021,0.137,0.257
0.001,0.040,0.827,0.029,0.102
0.001,0.165,0.467,0.115,0.252
0.000,0.001,0.999,0.000,0.000
0.000,0.000,0.000,0.999,0.000
0.001,0.175,0.417,0.384,0.022
0.000,0.981,0.002,0.001,0.016
0.003,0.656,0.078,0.008,0.255
0.003,0.396,0.255,0.262,0.085
0.000,0.031,0.957,0.007,0.004
0.000,0.973,0.017,0.009,0.001
0.004,0.670,0.134,0.072,0.121
0.003,0.281,0.185,0.413,0.118
0.000,0.549,0.203,0.241,0.007
0.000,0.000,1.000,0.000,0.000
0.000,0.017,0.982,0.000,0.000
0.000,0.512,0.149,0.227,0.112
0.003,0.021,0.046,0.364,0.566
0.000,0.004,0.005,0.974,0.017
0.003,0.118,0.021,0.596,0.263
0.001,0.061,0.089,0.003,0.846
0.003,0.157,0.541,0.053,0.246
0.000,0.000,0.000,0.946,0.054
0.004,0.310,0.201,0.249,0.236
0.007,0.351,0.233,0.091,0.318
0.001,0.104,0.013,0.876,0.006
0.005,0.081,0.237,0.043,0.634
0.004,0.136,0.381,0.314,0.165
0.004,0.259,0.628,0.069,0.040
0.000,0.030,0.010,0.042,0.918
0.003,0.402,0.120,0.251,0.223
0.000,0.022,0.953,0.001,0.023
0.000,0.001,0.998,0.000,0.001
0.000,0.004,0.790,0.009,0.197
0.006,0.139,0.041,0.405,0.409
0.001,0.186,0.010,0.721,0.081
0.002,0.472,0.138,0.007,0.382
0.002,0.793,0.057,0.048,0.099
0.006,0.353,0.133,0.122,0.385
0.003,0.081,0.120,0.055,0.741
0.000,0.504,0.449,0.009,0.038
0.010,0.112,0.571,0.044,0.264
0.000,0.003,0.145,0.004,0.848
0.001,0.155,0.550,0.057,0.238
0.003,0.229,0.333,0.150,0.285
0.003,0.125,0.778,0.061,0.033
0.001,0.571,0.160,0.235,0.033
0.006,0.302,0.065,0.063,0.563
0.000,0.001,0.021,0.081,0.898
0.000,0.012,0.000,0.987,0.000
0.000,0.003,0.227,0.001,0.768
0.000,0.118,0.226,0.017,0.638
0.000,0.673,0.298,0.024,0.005
0.001,0.076,0.773,0.089,0.062
0.000,0.014,0.975,0.001,0.009
0.000,0.762,0.222,0.014,0.003
0.000,0.892,0.012,0.023,0.072
0.000,0.525,0.088,0.316,0.071
0.000,0.011,0.019,0.001,0.970
0.000,0.001,0.998,0.000,0.000
0.002,0.911,0.041,0.026,0.021
0.005,0.082,0.514,0.016,0.383
0.000,0.002,0.006,0.986,0.006
0.000,0.866,0.019,0.086,0.029
0.004,0.295,0.536,0.098,0.067
0.000,0.662,0.099,0.157,0.081
0.002,0.182,0.724,0.053,0.039
0.000,0.000,1.000,0.000,0.000
0.000,0.015,0.001,0.981,0.003
0.006,0.209,0.122,0.522,0.141
0.000,0.105,0.050,0.826,0.019
0.001,0.281,0.028,0.019,0.671
0.003,0.391,0.270,0.090,0.245
0.002,0.162,0.278,0.501,0.058
0.001,0.006,0.013,0.914,0.066
0.000,0.762,0.005,0.224,0.008
0.000,0.046,0.005,0.941,0.009
0.003,0.472,0.277,0.081,0.168
0.001,0.961,0.013,0.016,0.009
0.001,0.145,0.075,0.312,0.467
0.000,0.000,0.996,0.000,0.003
0.000,0.982,0.016,0.000,0.002
0.000,0.002,0.997,0.001,0.000
0.000,0.072,0.420,0.136,0.371
0.001,0.187,0.188,0.557,0.068
0.000,0.306,0.105,0.330,0.258
0.002,0.013,0.024,0.719,0.242
0.003,0.271,0.137,0.038,0.551
0.000,0.013,0.985,0.001,0.000
0.001,0.056,0.890,0.024,0.029
0.001,0.199,0.169,0.015,0.616
0.000,0.000,0.000,1.000,0.000
0.000,0.001,0.981,0.002,0.016
0.000,0.202,0.712,0.083,0.004
0.003,0.182,0.761,0.005,0.049
0.006,0.018,0.340,0.516,0.121
0.000,0.070,0.037,0.024,0.870
0.000,0.000,0.000,1.000,0.000
0.000,0.019,0.005,0.931,0.045
0.003,0.122,0.083,0.492,0.300
0.002,0.041,0.224,0.326,0.408
0.000,0.007,0.006,0.969,0.019
0.001,0.172,0.202,0.002,0.623
0.001,0.738,0.074,0.105,0.081
0.010,0.486,0.258,0.086,0.160
0.000,0.001,0.999,0.000,0.000
0.001,0.058,0.764,0.006,0.171
0.002,0.403,0.527,0.017,0.051
0.001,0.473,0.406,0.080,0.040
0.002,0.663,0.257,0.059,0.019
0.001,0.014,0.959,0.014,0.012
0.001,0.265,0.262,0.051,0.421
0.005,0.089,0.262,0.052,0.592
0.001,0.951,0.004,0.011,0.033
0.011,0.233,0.297,0.380,0.080
0.000,0.102,0.006,0.867,0.025
0.000,0.000,1.000,0.000,0.000
0.000,0.008,0.083,0.901,0.009
0.000,0.880,0.009,0.033,0.078
0.000,0.006,0.991,0.001,0.001
0.001,0.469,0.056,0.204,0.270
0.000,0.983,0.013,0.003,0.002
0.000,0.001,0.001,0.998,0.001
0.002,0.060,0.211,0.030,0.696
0.000,0.243,0.620,0.047,0.090
0.003,0.042,0.063,0.482,0.410
0.000,0.325,0.063,0.599,0.013
0.000,0.015,0.330,0.001,0.653
0.000,0.002,0.001,0.996,0.001
0.001,0.312,0.101,0.570,0.015
0.000,0.022,0.177,0.628,0.173
0.001,0.098,0.017,0.851,0.033
0.001,0.168,0.006,0.295,0.530
0.003,0.050,0.109,0.386,0.452
0.000,0.099,0.807,0.092,0.002
0.000,0.009,0.014,0.791,0.186
0.003,0.330,0.208,0.216,0.243
0.000,0.996,0.001,0.000,0.003
0.005,0.461,0.219,0.052,0.263
0.001,0.517,0.324,0.038,0.121
0.002,0.889,0.018,0.006,0.085
0.002,0.712,0.254,0.030,0.002
0.001,0.604,0.103,0.048,0.244
0.000,0.823,0.148,0.018,0.012
0.000,0.312,0.543,0.143,0.001
0.001,0.847,0.009,0.013,0.130
0.001,0.954,0.003,0.001,0.041
0.000,0.000,0.000,0.999,0.001
0.000,0.698,0.212,0.037,0.053
0.005,0.205,0.149,0.265,0.375
0.001,0.539,0.327,0.040,0.093
0.001,0.038,0.045,0.341,0.576
0.001,0.232,0.737,0.019,0.012
0.001,0.259,0.077,0.498,0.165
0.000,0.903,0.049,0.035,0.013
0.001,0.292,0.006,0.574,0.127
0.000,0.409,0.412,0.002,0.176
0.006,0.155,0.666,0.028,0.145
0.000,0.974,0.006,0.003,0.017
0.000,0.001,0.999,0.000,0.000
0.001,0.470,0.344,0.014,0.171
0.000,0.996,0.002,0.001,0.001
0.001,0.078,0.001,0.902,0.017
0.003,0.297,0.080,0.570,0.049
0.000,0.007,0.992,0.000,0.000
0.001,0.111,0.241,0.302,0.345
0.002,0.051,0.032,0.507,0.408
0.000,0.940,0.020,0.032,0.007
0.000,0.000,1.000,0.000,0.000
0.003,0.101,0.739,0.021,0.136
0.000,0.990,0.002,0.003,0.005
0.001,0.944,0.018,0.013,0.024
0.002,0.367,0.481,0.054,0.097
0.002,0.018,0.008,0.934,0.039
0.001,0.470,0.084,0.320,0.126
0.000,0.468,0.050,0.069,0.413
0.003,0.244,0.585,0.098,0.070
0.001,0.147,0.569,0.038,0.245
0.000,0.001,0.999,0.000,0.000
0.003,0.164,0.245,0.537,0.052
0.003,0.049,0.098,0.062,0.788
0.000,0.097,0.047,0.849,0.007
0.000,0.197,0.786,0.001,0.015
0.011,0.134,0.468,0.114,0.273
0.002,0.054,0.012,0.047,0.885
0.000,0.890,0.073,0.034,0.003
0.001,0.029,0.952,0.001,0.018
0.001,0.668,0.283,0.031,0.017
0.002,0.012,0.513,0.004,0.469
0.000,0.005,0.994,0.001,0.000
0.000,0.036,0.203,0.005,0.757
0.003,0.532,0.286,0.120,0.059
0.000,0.002,0.415,0.001,0.582
0.000,0.011,0.988,0.000,0.000
0.004,0.477,0.072,0.228,0.218
0.000,0.003,0.000,0.997,0.000
0.000,0.028,0.032,0.934,0.005
0.003,0.491,0.065,0.021,0.420
